KO	FunkFam	CS	Pathway	Description	KODescription	KOCount	FunkFamCount
K02092	5_30907	High	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	253
K02092	5_30907	High	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	253
K02093	5_30907	High	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	253
K02093	5_30907	High	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	253
K02095	5_30907	Low	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	253
K02095	5_30907	Low	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	253
K02097	5_30907	High	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	253
K02097	5_30907	High	map01100	Metabolic pathways	apcF; phycobilisome core component	334	253
K02720	5_30907	High	map00195	Photosynthesis	psbV; photosystem II cytochrome c550	347	253
K08904	5_30907	High	map00195	Photosynthesis	psb28-2; photosystem II Psb28-2 protein	163	253
K02285	5_31008	High	map00196	Photosynthesis - antenna proteins	cpcB; phycocyanin beta chain	391	363
K02285	5_31008	High	map01100	Metabolic pathways	cpcB; phycocyanin beta chain	391	363
K02634	5_31008	Low	map00195	Photosynthesis	petA; apocytochrome f	402	363
K02634	5_31008	Low	map01100	Metabolic pathways	petA; apocytochrome f	402	363
K02692	5_31008	Low	map00195	Photosynthesis	psaD; photosystem I subunit II	401	363
K02692	5_31008	Low	map01100	Metabolic pathways	psaD; photosystem I subunit II	401	363
K02693	5_31008	Low	map00195	Photosynthesis	psaE; photosystem I subunit IV	390	363
K02693	5_31008	Low	map01100	Metabolic pathways	psaE; photosystem I subunit IV	390	363
K02694	5_31008	High	map00195	Photosynthesis	psaF; photosystem I subunit III	391	363
K02694	5_31008	High	map01100	Metabolic pathways	psaF; photosystem I subunit III	391	363
K02698	5_31008	Low	map00195	Photosynthesis	psaK; photosystem I subunit X	402	363
K02699	5_31008	Low	map00195	Photosynthesis	psaL; photosystem I subunit XI	400	363
K02704	5_31008	High	map00195	Photosynthesis	psbB; photosystem II CP47 chlorophyll apoprotein	399	363
K02704	5_31008	High	map01100	Metabolic pathways	psbB; photosystem II CP47 chlorophyll apoprotein	399	363
K02705	5_31008	Low	map00195	Photosynthesis	psbC; photosystem II CP43 chlorophyll apoprotein	384	363
K02705	5_31008	Low	map01100	Metabolic pathways	psbC; photosystem II CP43 chlorophyll apoprotein	384	363
K02707	5_31008	High	map00195	Photosynthesis	psbE; photosystem II cytochrome b559 subunit alpha	390	363
K02707	5_31008	High	map01100	Metabolic pathways	psbE; photosystem II cytochrome b559 subunit alpha	390	363
K02708	5_31008	High	map00195	Photosynthesis	psbF; photosystem II cytochrome b559 subunit beta	361	363
K02708	5_31008	High	map01100	Metabolic pathways	psbF; photosystem II cytochrome b559 subunit beta	361	363
K02716	5_31008	High	map00195	Photosynthesis	psbO; photosystem II oxygen-evolving enhancer protein 1	396	363
K02718	5_31008	Low	map00195	Photosynthesis	psbT; photosystem II PsbT protein	310	363
K02724	5_31008	Low	map00195	Photosynthesis	psbZ; photosystem II PsbZ protein	376	363
K05382	5_31008	Low	map00196	Photosynthesis - antenna proteins	cpeS; phycoerythrin-associated linker protein	395	363
K05382	5_31008	Low	map01100	Metabolic pathways	cpeS; phycoerythrin-associated linker protein	395	363
K05584	5_31008	High	map00190	Oxidative phosphorylation	ndhM; NAD(P)H-quinone oxidoreductase subunit M [EC:7.1.1.2]	396	363
K05584	5_31008	High	map01100	Metabolic pathways	ndhM; NAD(P)H-quinone oxidoreductase subunit M [EC:7.1.1.2]	396	363
K08902	5_31008	High	map00195	Photosynthesis	psb27; photosystem II Psb27 protein	395	363
K08903	5_31008	Low	map00195	Photosynthesis	psb28; photosystem II 13kDa protein	401	363
K02285	5_31122	High	map00196	Photosynthesis - antenna proteins	cpcB; phycocyanin beta chain	391	393
K02285	5_31122	High	map01100	Metabolic pathways	cpcB; phycocyanin beta chain	391	393
K02634	5_31122	High	map00195	Photosynthesis	petA; apocytochrome f	402	393
K02634	5_31122	High	map01100	Metabolic pathways	petA; apocytochrome f	402	393
K02690	5_31122	Low	map00195	Photosynthesis	psaB; photosystem I P700 chlorophyll a apoprotein A2	372	393
K02690	5_31122	Low	map01100	Metabolic pathways	psaB; photosystem I P700 chlorophyll a apoprotein A2	372	393
K02692	5_31122	High	map00195	Photosynthesis	psaD; photosystem I subunit II	401	393
K02692	5_31122	High	map01100	Metabolic pathways	psaD; photosystem I subunit II	401	393
K02693	5_31122	High	map00195	Photosynthesis	psaE; photosystem I subunit IV	390	393
K02693	5_31122	High	map01100	Metabolic pathways	psaE; photosystem I subunit IV	390	393
K02694	5_31122	High	map00195	Photosynthesis	psaF; photosystem I subunit III	391	393
K02694	5_31122	High	map01100	Metabolic pathways	psaF; photosystem I subunit III	391	393
K02698	5_31122	High	map00195	Photosynthesis	psaK; photosystem I subunit X	402	393
K02699	5_31122	High	map00195	Photosynthesis	psaL; photosystem I subunit XI	400	393
K02704	5_31122	High	map00195	Photosynthesis	psbB; photosystem II CP47 chlorophyll apoprotein	399	393
K02704	5_31122	High	map01100	Metabolic pathways	psbB; photosystem II CP47 chlorophyll apoprotein	399	393
K02705	5_31122	Low	map00195	Photosynthesis	psbC; photosystem II CP43 chlorophyll apoprotein	384	393
K02705	5_31122	Low	map01100	Metabolic pathways	psbC; photosystem II CP43 chlorophyll apoprotein	384	393
K02707	5_31122	High	map00195	Photosynthesis	psbE; photosystem II cytochrome b559 subunit alpha	390	393
K02707	5_31122	High	map01100	Metabolic pathways	psbE; photosystem II cytochrome b559 subunit alpha	390	393
K02708	5_31122	High	map00195	Photosynthesis	psbF; photosystem II cytochrome b559 subunit beta	361	393
K02708	5_31122	High	map01100	Metabolic pathways	psbF; photosystem II cytochrome b559 subunit beta	361	393
K02711	5_31122	High	map00195	Photosynthesis	psbJ; photosystem II PsbJ protein	265	393
K02714	5_31122	High	map00195	Photosynthesis	psbM; photosystem II PsbM protein	332	393
K02716	5_31122	High	map00195	Photosynthesis	psbO; photosystem II oxygen-evolving enhancer protein 1	396	393
K02718	5_31122	Low	map00195	Photosynthesis	psbT; photosystem II PsbT protein	310	393
K02724	5_31122	Low	map00195	Photosynthesis	psbZ; photosystem II PsbZ protein	376	393
K05370	5_31122	High	map00860	Porphyrin and chlorophyll metabolism	pebB; phycoerythrobilin:ferredoxin oxidoreductase [EC:1.3.7.3]	220	393
K05370	5_31122	High	map01110	Biosynthesis of secondary metabolites	pebB; phycoerythrobilin:ferredoxin oxidoreductase [EC:1.3.7.3]	220	393
K05382	5_31122	Low	map00196	Photosynthesis - antenna proteins	cpeS; phycoerythrin-associated linker protein	395	393
K05382	5_31122	Low	map01100	Metabolic pathways	cpeS; phycoerythrin-associated linker protein	395	393
K05583	5_31122	Low	map00190	Oxidative phosphorylation	ndhL; NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]	351	393
K05583	5_31122	Low	map01100	Metabolic pathways	ndhL; NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]	351	393
K05584	5_31122	High	map00190	Oxidative phosphorylation	ndhM; NAD(P)H-quinone oxidoreductase subunit M [EC:7.1.1.2]	396	393
K05584	5_31122	High	map01100	Metabolic pathways	ndhM; NAD(P)H-quinone oxidoreductase subunit M [EC:7.1.1.2]	396	393
K05585	5_31122	Low	map00190	Oxidative phosphorylation	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	389	393
K05585	5_31122	Low	map01100	Metabolic pathways	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	389	393
K08902	5_31122	Low	map00195	Photosynthesis	psb27; photosystem II Psb27 protein	395	393
K08903	5_31122	High	map00195	Photosynthesis	psb28; photosystem II 13kDa protein	401	393
K02092	5_31129	High	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	253
K02092	5_31129	High	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	253
K02093	5_31129	High	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	253
K02093	5_31129	High	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	253
K02095	5_31129	High	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	253
K02095	5_31129	High	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	253
K02096	5_31129	Low	map00196	Photosynthesis - antenna proteins	apcE; phycobilisome core-membrane linker protein	316	253
K02096	5_31129	Low	map01100	Metabolic pathways	apcE; phycobilisome core-membrane linker protein	316	253
K02097	5_31129	High	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	253
K02097	5_31129	High	map01100	Metabolic pathways	apcF; phycobilisome core component	334	253
K02290	5_31129	Low	map00196	Photosynthesis - antenna proteins	cpcG; phycobilisome rod-core linker protein	332	253
K02290	5_31129	Low	map01100	Metabolic pathways	cpcG; phycobilisome rod-core linker protein	332	253
K02720	5_31129	High	map00195	Photosynthesis	psbV; photosystem II cytochrome c550	347	253
K02698	5_31449	Low	map00195	Photosynthesis	psaK; photosystem I subunit X	402	179
K02092	5_31885	High	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	342
K02092	5_31885	High	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	342
K02094	5_31885	High	map00196	Photosynthesis - antenna proteins	apcC; phycobilisome core linker protein	322	342
K02094	5_31885	High	map01100	Metabolic pathways	apcC; phycobilisome core linker protein	322	342
K02095	5_31885	High	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	342
K02095	5_31885	High	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	342
K02096	5_31885	High	map00196	Photosynthesis - antenna proteins	apcE; phycobilisome core-membrane linker protein	316	342
K02096	5_31885	High	map01100	Metabolic pathways	apcE; phycobilisome core-membrane linker protein	316	342
K02707	5_31885	High	map00195	Photosynthesis	psbE; photosystem II cytochrome b559 subunit alpha	390	342
K02707	5_31885	High	map01100	Metabolic pathways	psbE; photosystem II cytochrome b559 subunit alpha	390	342
K08903	5_31885	High	map00195	Photosynthesis	psb28; photosystem II 13kDa protein	401	342
K11522	5_31920	Low	map02020	Two-component system	pixG; two-component system, chemotaxis family, response regulator PixG	239	237
K11522	5_32145	Low	map02020	Two-component system	pixG; two-component system, chemotaxis family, response regulator PixG	239	254
K02285	5_32810	Low	map00196	Photosynthesis - antenna proteins	cpcB; phycocyanin beta chain	391	376
K02285	5_32810	Low	map01100	Metabolic pathways	cpcB; phycocyanin beta chain	391	376
K02691	5_32810	Low	map00195	Photosynthesis	psaC; photosystem I subunit VII	390	376
K02691	5_32810	Low	map01100	Metabolic pathways	psaC; photosystem I subunit VII	390	376
K02693	5_32810	High	map00195	Photosynthesis	psaE; photosystem I subunit IV	390	376
K02693	5_32810	High	map01100	Metabolic pathways	psaE; photosystem I subunit IV	390	376
K02694	5_32810	Low	map00195	Photosynthesis	psaF; photosystem I subunit III	391	376
K02694	5_32810	Low	map01100	Metabolic pathways	psaF; photosystem I subunit III	391	376
K02697	5_32810	High	map00195	Photosynthesis	psaJ; photosystem I subunit IX	348	376
K02699	5_32810	Low	map00195	Photosynthesis	psaL; photosystem I subunit XI	400	376
K02706	5_32810	High	map00195	Photosynthesis	psbD; photosystem II P680 reaction center D2 protein [EC:1.10.3.9]	341	376
K02706	5_32810	High	map01100	Metabolic pathways	psbD; photosystem II P680 reaction center D2 protein [EC:1.10.3.9]	341	376
K02707	5_32810	High	map00195	Photosynthesis	psbE; photosystem II cytochrome b559 subunit alpha	390	376
K02707	5_32810	High	map01100	Metabolic pathways	psbE; photosystem II cytochrome b559 subunit alpha	390	376
K02708	5_32810	High	map00195	Photosynthesis	psbF; photosystem II cytochrome b559 subunit beta	361	376
K02708	5_32810	High	map01100	Metabolic pathways	psbF; photosystem II cytochrome b559 subunit beta	361	376
K02711	5_32810	High	map00195	Photosynthesis	psbJ; photosystem II PsbJ protein	265	376
K02713	5_32810	Low	map00195	Photosynthesis	psbL; photosystem II PsbL protein	216	376
K02716	5_32810	Low	map00195	Photosynthesis	psbO; photosystem II oxygen-evolving enhancer protein 1	396	376
K02724	5_32810	Low	map00195	Photosynthesis	psbZ; photosystem II PsbZ protein	376	376
K05382	5_32810	Low	map00196	Photosynthesis - antenna proteins	cpeS; phycoerythrin-associated linker protein	395	376
K05382	5_32810	Low	map01100	Metabolic pathways	cpeS; phycoerythrin-associated linker protein	395	376
K05583	5_32810	Low	map00190	Oxidative phosphorylation	ndhL; NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]	351	376
K05583	5_32810	Low	map01100	Metabolic pathways	ndhL; NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]	351	376
K05585	5_32810	High	map00190	Oxidative phosphorylation	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	389	376
K05585	5_32810	High	map01100	Metabolic pathways	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	389	376
K08903	5_32810	High	map00195	Photosynthesis	psb28; photosystem II 13kDa protein	401	376
K13581	5_33995	Low	map04112	Cell cycle - Caulobacter	ccrM; modification methylase [EC:2.1.1.72]	4959	414
K13584	5_33995	Low	map02020	Two-component system	ctrA; two-component system, cell cycle response regulator CtrA	4037	414
K13584	5_33995	Low	map04112	Cell cycle - Caulobacter	ctrA; two-component system, cell cycle response regulator CtrA	4037	414
K14981	5_33995	Low	map02020	Two-component system	chvI; two-component system, OmpR family, response regulator ChvI	4384	414
K02093	5_34067	Low	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	233
K02093	5_34067	Low	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	233
K02097	5_34067	Low	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	233
K02097	5_34067	Low	map01100	Metabolic pathways	apcF; phycobilisome core component	334	233
K11522	5_34067	High	map02020	Two-component system	pixG; two-component system, chemotaxis family, response regulator PixG	239	233
K02092	5_34192	Low	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	318
K02092	5_34192	Low	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	318
K02093	5_34192	Low	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	318
K02093	5_34192	Low	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	318
K02094	5_34192	High	map00196	Photosynthesis - antenna proteins	apcC; phycobilisome core linker protein	322	318
K02094	5_34192	High	map01100	Metabolic pathways	apcC; phycobilisome core linker protein	322	318
K02095	5_34192	High	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	318
K02095	5_34192	High	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	318
K02096	5_34192	High	map00196	Photosynthesis - antenna proteins	apcE; phycobilisome core-membrane linker protein	316	318
K02096	5_34192	High	map01100	Metabolic pathways	apcE; phycobilisome core-membrane linker protein	316	318
K02097	5_34192	Low	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	318
K02097	5_34192	Low	map01100	Metabolic pathways	apcF; phycobilisome core component	334	318
K02284	5_34192	High	map00196	Photosynthesis - antenna proteins	cpcA; phycocyanin alpha chain	343	318
K02284	5_34192	High	map01100	Metabolic pathways	cpcA; phycocyanin alpha chain	343	318
K02289	5_34192	Low	map00196	Photosynthesis - antenna proteins	cpcF; phycocyanobilin lyase subunit beta [EC:4.4.1.32]	301	318
K02289	5_34192	Low	map01100	Metabolic pathways	cpcF; phycocyanobilin lyase subunit beta [EC:4.4.1.32]	301	318
K02290	5_34192	High	map00196	Photosynthesis - antenna proteins	cpcG; phycobilisome rod-core linker protein	332	318
K02290	5_34192	High	map01100	Metabolic pathways	cpcG; phycobilisome rod-core linker protein	332	318
K02628	5_34192	Low	map00196	Photosynthesis - antenna proteins	pecA; phycoerythrocyanin alpha chain	332	318
K02628	5_34192	Low	map01100	Metabolic pathways	pecA; phycoerythrocyanin alpha chain	332	318
K02629	5_34192	High	map00196	Photosynthesis - antenna proteins	pecB; phycoerythrocyanin beta chain	321	318
K02629	5_34192	High	map01100	Metabolic pathways	pecB; phycoerythrocyanin beta chain	321	318
K02630	5_34192	High	map00196	Photosynthesis - antenna proteins	pecC; phycoerythrocyanin-associated rod linker protein	309	318
K02630	5_34192	High	map01100	Metabolic pathways	pecC; phycoerythrocyanin-associated rod linker protein	309	318
K02713	5_34192	Low	map00195	Photosynthesis	psbL; photosystem II PsbL protein	216	318
K02719	5_34192	High	map00195	Photosynthesis	psbU; photosystem II PsbU protein	337	318
K02720	5_34192	High	map00195	Photosynthesis	psbV; photosystem II cytochrome c550	347	318
K08903	5_34192	High	map00195	Photosynthesis	psb28; photosystem II 13kDa protein	401	318
K02092	5_34467	High	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	245
K02092	5_34467	High	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	245
K02093	5_34467	High	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	245
